Chr	Start	End	Value
1A	156000000	166000000	0.0
1A	157000000	167000000	0.0
1A	158000000	168000000	0.0
1A	159000000	169000000	0.0
1A	160000000	170000000	0.0
1A	161000000	171000000	0.0
1A	162000000	172000000	0.0
1A	163000000	173000000	0.0
1A	164000000	174000000	0.0
1A	165000000	175000000	0.0
1A	166000000	176000000	0.0
1A	167000000	177000000	0.0
1A	168000000	178000000	0.0
1A	169000000	179000000	0.0
1A	170000000	180000000	0.0
1A	171000000	181000000	0.0
1A	172000000	182000000	0.0
1A	173000000	183000000	0.0
1A	174000000	184000000	0.0
1A	175000000	185000000	0.0
1A	176000000	186000000	0.0
1A	177000000	187000000	0.0
1A	178000000	188000000	0.0
1A	179000000	189000000	0.0
1A	180000000	190000000	0.0
1A	181000000	191000000	0.0
1A	182000000	192000000	0.0
1A	183000000	193000000	0.0
1A	184000000	194000000	0.0
1A	185000000	195000000	0.0
1A	186000000	196000000	0.0
1A	187000000	197000000	0.0
1A	188000000	198000000	0.0
1A	189000000	199000000	0.0
1A	190000000	200000000	0.0
1A	191000000	201000000	0.0
1A	192000000	202000000	0.0
1A	193000000	203000000	0.0
1A	194000000	204000000	0.0
1A	195000000	205000000	0.0
1A	196000000	206000000	0.0
1A	197000000	207000000	0.0
1A	198000000	208000000	0.0
1A	199000000	209000000	0.0
1A	200000000	210000000	0.0
1A	201000000	211000000	0.0
1A	202000000	212000000	0.0
1A	203000000	213000000	0.0
1A	204000000	214000000	0.0
1A	205000000	215000000	0.0
1A	206000000	216000000	0.0
1A	207000000	217000000	0.0
1A	208000000	218000000	0.0
1A	209000000	219000000	0.0
1A	210000000	220000000	0.0
1A	211000000	221000000	0.0
1A	212000000	222000000	0.0
1A	213000000	223000000	0.0
1A	214000000	224000000	0.0
1A	215000000	225000000	0.0
1A	216000000	226000000	0.0
1A	217000000	227000000	0.0
1A	218000000	228000000	0.0
1A	219000000	229000000	0.0
1A	220000000	230000000	0.0
1A	221000000	231000000	0.0
1A	222000000	232000000	0.0
1A	223000000	233000000	0.0
1A	224000000	234000000	0.0
1A	225000000	235000000	0.0
1A	226000000	236000000	0.0
1A	227000000	237000000	0.0
1A	228000000	238000000	0.0
1A	229000000	239000000	0.0
1A	230000000	240000000	0.0
1A	231000000	241000000	0.0
1A	232000000	242000000	0.0
1A	233000000	243000000	0.0
1A	234000000	244000000	0.0
1A	235000000	245000000	0.0
1A	236000000	246000000	0.0
1A	237000000	247000000	0.0
1A	238000000	248000000	0.0
1A	239000000	249000000	0.0
1A	240000000	250000000	0.0
1A	241000000	251000000	0.0
1A	242000000	252000000	0.0
1A	243000000	253000000	0.0
1A	244000000	254000000	0.0
1A	245000000	255000000	0.0
1A	246000000	256000000	0.0
1A	247000000	257000000	0.0
1A	248000000	258000000	0.0
1A	249000000	259000000	0.0
1A	250000000	260000000	0.0
1A	251000000	261000000	0.0
1A	252000000	262000000	0.0
1A	253000000	263000000	0.0
1A	254000000	264000000	0.0
1A	255000000	265000000	0.0
1A	256000000	266000000	0.0
1A	257000000	267000000	0.0
1A	258000000	268000000	0.0
1A	259000000	269000000	0.0
1A	260000000	270000000	0.0
1A	261000000	271000000	0.0
1A	262000000	272000000	0.0
1A	263000000	273000000	0.0
1A	264000000	274000000	0.0
1A	265000000	275000000	0.0
1A	266000000	276000000	0.0
1A	267000000	277000000	0.0
1A	268000000	278000000	0.0
1A	269000000	279000000	0.0
1A	270000000	280000000	0.0
1A	271000000	281000000	0.0
1A	272000000	282000000	0.0
1A	273000000	283000000	0.0
1A	274000000	284000000	0.0
1A	275000000	285000000	0.0
1A	276000000	286000000	0.0
1A	277000000	287000000	0.006999999999999998
1A	278000000	288000000	0.023478260869565216
1A	279000000	289000000	0.027826086956521747
1A	280000000	290000000	0.033636363636363645
1A	281000000	291000000	0.044583333333333336
1A	282000000	292000000	0.06359999999999999
1A	283000000	293000000	0.07653846153846154
1A	284000000	294000000	0.08307692307692308
1A	285000000	295000000	0.10086956521739131
1A	286000000	296000000	0.1036
1A	287000000	297000000	0.10708333333333334
1A	288000000	298000000	0.11857142857142858
1A	289000000	299000000	0.12423076923076924
1A	290000000	300000000	0.12481481481481482
1A	291000000	301000000	0.12000000000000001
1A	292000000	302000000	0.11405405405405405
1A	293000000	303000000	0.11542857142857144
1A	294000000	304000000	0.10702702702702703
1A	295000000	305000000	0.10351351351351351
1A	296000000	306000000	0.09864864864864865
1A	297000000	307000000	0.08825000000000002
1A	298000000	308000000	0.0823076923076923
1A	299000000	309000000	0.06076923076923077
1A	300000000	310000000	0.05195121951219512
1A	301000000	311000000	0.04030303030303032
1A	302000000	312000000	0.0172
1A	303000000	313000000	0.008749999999999999
1A	304000000	314000000	0.004615384615384613
1A	305000000	315000000	0.0032142857142857155
1A	306000000	316000000	0.002692307692307692
1A	307000000	317000000	0.0031818181818181815
1A	308000000	318000000	0.006363636363636364
1A	309000000	319000000	0.008749999999999997
1A	310000000	320000000	0.025714285714285717
1A	311000000	321000000	0.04444444444444444
1A	312000000	322000000	0.05904761904761905
1A	313000000	323000000	0.06476190476190477
1A	314000000	324000000	0.09052631578947369
1A	315000000	325000000	0.10809523809523809
1A	316000000	326000000	0.10363636363636364
1A	317000000	327000000	0.09833333333333333
1A	318000000	328000000	0.09269230769230768
1A	319000000	329000000	0.08566666666666667
1A	320000000	330000000	0.0810344827586207
1A	321000000	331000000	0.06586206896551725
1A	322000000	332000000	0.050689655172413785
1A	323000000	333000000	0.04655172413793104
1A	324000000	334000000	0.030937499999999996
1A	325000000	335000000	0.01571428571428572
1A	326000000	336000000	0.011612903225806456
1A	327000000	337000000	0.00903225806451613
1A	328000000	338000000	0.004210526315789476
1A	329000000	339000000	0.0
1A	330000000	340000000	0.0
1A	331000000	341000000	0.0
1A	332000000	342000000	0.0
1A	333000000	343000000	0.0
1A	334000000	344000000	0.0
1A	335000000	345000000	0.0
1A	336000000	346000000	0.0
1A	337000000	347000000	0.0
1A	338000000	348000000	0.0
1A	339000000	349000000	0.0
1A	340000000	350000000	0.0
1A	341000000	351000000	0.0
1A	342000000	352000000	0.0
1A	343000000	353000000	0.0
1A	344000000	354000000	0.0
1A	345000000	355000000	0.0
1A	346000000	356000000	0.0
1A	347000000	357000000	0.0
1A	348000000	358000000	0.0
1A	349000000	359000000	0.0
1A	350000000	360000000	0.0
1A	351000000	361000000	0.0
1A	352000000	362000000	0.0
1A	353000000	363000000	0.0
1A	354000000	364000000	0.0
1A	355000000	365000000	0.0
1A	356000000	366000000	0.0013333333333333337
1A	357000000	367000000	0.005333333333333334
1A	358000000	368000000	0.009333333333333332
1A	359000000	369000000	0.015249999999999996
1A	360000000	370000000	0.018799999999999997
1A	361000000	371000000	0.02075471698113207
1A	362000000	372000000	0.023461538461538457
1A	363000000	373000000	0.02777777777777778
1A	364000000	374000000	0.030196078431372553
1A	365000000	375000000	0.034716981132075476
1A	366000000	376000000	0.03418181818181818
1A	367000000	377000000	0.03298245614035088
1A	368000000	378000000	0.03288135593220339
1A	369000000	379000000	0.033541666666666664
1A	370000000	380000000	0.034594594594594595
1A	371000000	381000000	0.03111111111111111
1A	372000000	382000000	0.027777777777777776
1A	373000000	383000000	0.024
1A	374000000	384000000	0.02344827586206897
1A	375000000	385000000	0.014615384615384619
1A	376000000	386000000	0.010344827586206898
1A	377000000	387000000	0.006923076923076924
1A	378000000	388000000	0.0
1A	379000000	389000000	0.0
1A	380000000	390000000	0.0
1A	381000000	391000000	0.0
1A	382000000	392000000	0.0
1A	383000000	393000000	0.0
1A	384000000	394000000	0.0
1A	385000000	395000000	0.0
1A	386000000	396000000	0.0
1A	387000000	397000000	0.0
1A	388000000	398000000	0.0
1A	389000000	399000000	0.0
1A	390000000	400000000	0.0
1A	391000000	401000000	0.0
1A	392000000	402000000	0.0
1A	393000000	403000000	0.0
1A	394000000	404000000	0.0
1A	395000000	405000000	0.0
1A	396000000	406000000	0.0
1A	397000000	407000000	0.0
1A	398000000	408000000	0.0
1A	399000000	409000000	0.0
1A	400000000	410000000	0.0
1A	401000000	411000000	0.0
1A	402000000	412000000	0.0
1A	403000000	413000000	0.0
1A	404000000	414000000	0.0
1A	405000000	415000000	0.0
1A	406000000	416000000	0.0
1A	407000000	417000000	0.0
1A	408000000	418000000	0.0
1A	409000000	419000000	0.0
1A	410000000	420000000	0.0
1A	411000000	421000000	0.0
1A	412000000	422000000	0.0
1A	413000000	423000000	0.0
1A	414000000	424000000	0.0012500000000000002
1A	415000000	425000000	0.0012500000000000002
1A	416000000	426000000	0.002857142857142857
1A	417000000	427000000	0.009000000000000001
1A	418000000	428000000	0.010833333333333335
1A	419000000	429000000	0.03217391304347826
1A	420000000	430000000	0.04782608695652173
1A	421000000	431000000	0.08153846153846155
1A	422000000	432000000	0.09437500000000001
1A	423000000	433000000	0.1075
1A	424000000	434000000	0.11263157894736843
1A	425000000	435000000	0.1185
1A	426000000	436000000	0.12615384615384617
1A	427000000	437000000	0.15058823529411766
1A	428000000	438000000	0.16774193548387098
1A	429000000	439000000	0.14303030303030304
1A	430000000	440000000	0.1365625
1A	431000000	441000000	0.10558823529411765
1A	432000000	442000000	0.0786842105263158
1A	433000000	443000000	0.052500000000000005
1A	434000000	444000000	0.05097560975609756
1A	435000000	445000000	0.04159090909090909
1A	436000000	446000000	0.0452
1A	437000000	447000000	0.0428
1A	438000000	448000000	0.04685185185185184
1A	439000000	449000000	0.05767857142857143
1A	440000000	450000000	0.06695652173913041
1A	441000000	451000000	0.07258064516129031
1A	442000000	452000000	0.08074074074074074
1A	443000000	453000000	0.0849090909090909
1A	444000000	454000000	0.08865384615384615
1A	445000000	455000000	0.08660377358490566
1A	446000000	456000000	0.07862745098039217
1A	447000000	457000000	0.07226415094339624
1A	448000000	458000000	0.0673469387755102
1A	449000000	459000000	0.06333333333333334
1A	450000000	460000000	0.056666666666666664
1A	451000000	461000000	0.05877551020408164
1A	452000000	462000000	0.0762962962962963
1A	453000000	463000000	0.09696428571428571
1A	454000000	464000000	0.12015151515151516
1A	455000000	465000000	0.14231884057971014
1A	456000000	466000000	0.1592957746478873
1A	457000000	467000000	0.16971014492753628
1A	458000000	468000000	0.17625000000000002
1A	459000000	469000000	0.19230769230769235
1A	460000000	470000000	0.19725806451612904
1A	461000000	471000000	0.20508474576271188
1A	462000000	472000000	0.20627118644067796
1A	463000000	473000000	0.21037735849056605
1A	464000000	474000000	0.21181818181818182
1A	465000000	475000000	0.22217391304347825
1A	466000000	476000000	0.22475
1A	467000000	477000000	0.22925
1A	468000000	478000000	0.23825000000000002
1A	469000000	479000000	0.2590697674418605
1A	470000000	480000000	0.30976190476190474
1A	471000000	481000000	0.3140816326530612
1A	472000000	482000000	0.2784
1A	473000000	483000000	0.25269230769230766
1A	474000000	484000000	0.21631578947368416
1A	475000000	485000000	0.19102040816326532
1A	476000000	486000000	0.16454545454545458
1A	477000000	487000000	0.13819672131147545
1A	478000000	488000000	0.10397058823529418
1A	479000000	489000000	0.07968253968253972
1A	480000000	490000000	0.04500000000000002
1A	481000000	491000000	0.0
1A	482000000	492000000	0.0
1A	483000000	493000000	0.0
1A	484000000	494000000	0.0
1A	485000000	495000000	0.0
1A	486000000	496000000	0.0
1A	487000000	497000000	0.0
1A	488000000	498000000	0.0
1A	489000000	499000000	0.0
1A	490000000	500000000	0.0
1A	491000000	501000000	0.0
1A	492000000	502000000	0.0
1A	493000000	503000000	0.0
1A	494000000	504000000	0.0
1A	495000000	505000000	0.0
1A	496000000	506000000	0.0
1A	497000000	507000000	0.0
1A	498000000	508000000	0.0
1A	499000000	509000000	0.0
1A	500000000	510000000	0.040227272727272695
1A	501000000	511000000	0.10866666666666666
1A	502000000	512000000	0.129375
1A	503000000	513000000	0.1494
1A	504000000	514000000	0.17192307692307696
1A	505000000	515000000	0.20264150943396222
1A	506000000	516000000	0.25
1A	507000000	517000000	0.31074074074074076
1A	508000000	518000000	0.3456666666666667
1A	509000000	519000000	0.38
1A	510000000	520000000	0.35590909090909095
1A	511000000	521000000	0.3483582089552239
1A	512000000	522000000	0.35661971830985917
1A	513000000	523000000	0.3591549295774648
1A	514000000	524000000	0.37546875
1A	515000000	525000000	0.37050000000000005
1A	516000000	526000000	0.37017241379310345
1A	517000000	527000000	0.3468085106382979
1A	518000000	528000000	0.309047619047619
1A	519000000	529000000	0.27972972972972976
1A	520000000	530000000	0.27147058823529413
1A	521000000	531000000	0.3615384615384616
1A	522000000	532000000	0.445952380952381
1A	523000000	533000000	0.5102380952380953
1A	524000000	534000000	0.5751785714285715
1A	525000000	535000000	0.5930645161290323
1A	526000000	536000000	0.6132857142857144
1A	527000000	537000000	0.6381818181818183
1A	528000000	538000000	0.6623529411764707
1A	529000000	539000000	0.6772619047619047
1A	530000000	540000000	0.6703333333333333
1A	531000000	541000000	0.6763095238095238
1A	532000000	542000000	0.670625
1A	533000000	543000000	0.6573076923076924
1A	534000000	544000000	0.6045833333333334
1A	535000000	545000000	0.6032142857142857
1A	536000000	546000000	0.596987951807229
1A	537000000	547000000	0.5807692307692308
1A	538000000	548000000	0.6057534246575342
1A	539000000	549000000	0.6350000000000001
1A	540000000	550000000	0.7282352941176471
1A	541000000	551000000	0.8005681818181819
1A	542000000	552000000	0.8803409090909091
1A	543000000	553000000	0.9212500000000001
1A	544000000	554000000	0.9925301204819277
1A	545000000	555000000	1.127123287671233
1A	546000000	556000000	1.187887323943662
1A	547000000	557000000	1.2490666666666665
1A	548000000	558000000	1.3150000000000002
1A	549000000	559000000	1.3479012345679013
1A	550000000	560000000	1.4357142857142857
1A	551000000	561000000	1.5012676056338028
1A	552000000	562000000	1.5357575757575757
1A	553000000	563000000	1.5670588235294118
1A	554000000	564000000	1.6401369863013697
1A	555000000	565000000	1.7212328767123286
1A	556000000	566000000	1.7461971830985914
1A	557000000	567000000	1.4619480519480519
1A	558000000	568000000	1.4079104477611941
1A	559000000	569000000	1.2164285714285712
1A	560000000	570000000	1.0935714285714284
1A	561000000	571000000	0.886
1A	562000000	572000000	0.7187323943661973
1A	563000000	573000000	0.5781428571428571
1A	564000000	574000000	0.3187499999999999
1A	565000000	575000000	0.07239999999999996
1A	566000000	576000000	0.0
1A	567000000	577000000	0.0
1A	568000000	578000000	0.0
1A	569000000	579000000	0.076235294117647
1A	570000000	580000000	0.12627906976744194
1A	571000000	581000000	0.1595121951219512
1A	572000000	582000000	0.2384337349397589
1A	573000000	583000000	0.30609195402298844
1A	574000000	584000000	0.380843373493976
1A	575000000	585000000	0.46376623376623355
1A	576000000	586000000	0.5549275362318841
1A	577000000	587000000	0.68359375
1A	578000000	588000000	0.7696551724137931
1A	579000000	589000000	0.765686274509804
1A	580000000	590000000	0.7824
1A	581000000	591000000	0.7872916666666666
1A	582000000	592000000	0.8497826086956521
1A	583000000	593000000	0.8745454545454545
1A	584000000	594000000	0.8821951219512195
1B	0	10000000	0.3075609756097561
1B	1000000	11000000	0.29186046511627906
1B	2000000	12000000	0.32649999999999996
1B	3000000	13000000	0.7006382978723404
1B	4000000	14000000	0.8528260869565215
1B	5000000	15000000	0.9757692307692307
1B	6000000	16000000	1.005185185185185
1B	7000000	17000000	0.9736363636363639
1B	8000000	18000000	1.0179999999999998
1B	9000000	19000000	1.0954347826086956
1B	10000000	20000000	1.2861538461538462
1B	11000000	21000000	1.157391304347826
1B	12000000	22000000	1.1457777777777776
1B	13000000	23000000	0.8761363636363637
1B	14000000	24000000	0.6825
1B	15000000	25000000	0.504090909090909
1B	16000000	26000000	0.4426086956521739
1B	17000000	27000000	0.4317777777777778
1B	18000000	28000000	0.41489795918367345
1B	19000000	29000000	0.3951020408163265
1B	20000000	30000000	0.3725
1B	21000000	31000000	0.37840909090909086
1B	22000000	32000000	0.3704444444444444
1B	23000000	33000000	0.235
1B	24000000	34000000	0.22999999999999998
1B	25000000	35000000	0.21756756756756757
1B	26000000	36000000	0.19285714285714287
1B	27000000	37000000	0.1869047619047619
1B	28000000	38000000	0.18307692307692305
1B	29000000	39000000	0.19815789473684212
1B	30000000	40000000	0.2118918918918919
1B	31000000	41000000	0.20891891891891892
1B	32000000	42000000	0.22230769230769232
1B	33000000	43000000	0.22
1B	34000000	44000000	0.22
1B	35000000	45000000	0.21058823529411763
1B	36000000	46000000	0.19515151515151513
1B	37000000	47000000	0.17384615384615384
1B	38000000	48000000	0.15464285714285714
1B	39000000	49000000	0.12258064516129034
1B	40000000	50000000	0.07684210526315792
1B	41000000	51000000	0.07416666666666664
1B	42000000	52000000	0.02599999999999999
1B	43000000	53000000	0.004285714285714287
1B	44000000	54000000	0.02352941176470587
1B	45000000	55000000	0.03621621621621623
1B	46000000	56000000	0.0382857142857143
1B	47000000	57000000	0.057499999999999996
1B	48000000	58000000	0.10950000000000003
1B	49000000	59000000	0.1716279069767442
1B	50000000	60000000	0.21705882352941178
1B	51000000	61000000	0.18923076923076923
1B	52000000	62000000	0.17571428571428574
1B	53000000	63000000	0.16133333333333336
1B	54000000	64000000	0.15302325581395346
1B	55000000	65000000	0.14046511627906982
1B	56000000	66000000	0.12326530612244894
1B	57000000	67000000	0.11062499999999995
1B	58000000	68000000	0.06818181818181818
1B	59000000	69000000	0.0
1B	60000000	70000000	0.0
1B	61000000	71000000	0.0
1B	62000000	72000000	0.0
1B	63000000	73000000	0.0
1B	64000000	74000000	0.0
1B	65000000	75000000	0.0
1B	66000000	76000000	0.0
1B	67000000	77000000	0.0
1B	68000000	78000000	0.0
1B	69000000	79000000	0.008275862068965514
1B	70000000	80000000	0.0206896551724138
1B	71000000	81000000	0.02896551724137931
1B	72000000	82000000	0.036521739130434785
1B	73000000	83000000	0.0424
1B	74000000	84000000	0.056
1B	75000000	85000000	0.05739130434782609
1B	76000000	86000000	0.0576
1B	77000000	87000000	0.06333333333333332
1B	78000000	88000000	0.06956521739130435
1B	79000000	89000000	0.06476190476190476
1B	80000000	90000000	0.05473684210526315
1B	81000000	91000000	0.04888888888888889
1B	82000000	92000000	0.041999999999999996
1B	83000000	93000000	0.03857142857142857
1B	84000000	94000000	0.038387096774193545
1B	85000000	95000000	0.038
1B	86000000	96000000	0.039375
1B	87000000	97000000	0.03189189189189189
1B	88000000	98000000	0.030555555555555555
1B	89000000	99000000	0.028205128205128206
1B	90000000	100000000	0.0647916666666667
1B	91000000	101000000	0.06941176470588238
1B	92000000	102000000	0.07523809523809523
1B	93000000	103000000	0.07199999999999998
1B	94000000	104000000	0.07325581395348836
1B	95000000	105000000	0.06857142857142857
1B	96000000	106000000	0.07
1B	97000000	107000000	0.07875
1B	98000000	108000000	0.07325581395348837
1B	99000000	109000000	0.0684782608695652
1B	100000000	110000000	0.030540540540540548
1B	101000000	111000000	0.019696969696969695
1B	102000000	112000000	0.022187500000000002
1B	103000000	113000000	0.018437500000000002
1B	104000000	114000000	0.015
1B	105000000	115000000	0.0053571428571428555
1B	106000000	116000000	0.008709677419354836
1B	107000000	117000000	0.010666666666666668
1B	108000000	118000000	0.017741935483870968
1B	109000000	119000000	0.02333333333333333
1B	110000000	120000000	0.025806451612903226
1B	111000000	121000000	0.026562500000000003
1B	112000000	122000000	0.02677419354838709
1B	113000000	123000000	0.030740740740740742
1B	114000000	124000000	0.03625
1B	115000000	125000000	0.042222222222222223
1B	116000000	126000000	0.0436
1B	117000000	127000000	0.04148148148148148
1B	118000000	128000000	0.03423076923076923
1B	119000000	129000000	0.0324
1B	120000000	130000000	0.029047619047619048
1B	121000000	131000000	0.024090909090909093
1B	122000000	132000000	0.021304347826086957
1B	123000000	133000000	0.016896551724137933
1B	124000000	134000000	0.014062500000000002
1B	125000000	135000000	0.006428571428571433
1B	126000000	136000000	0.002962962962962962
1B	127000000	137000000	0.0
1B	128000000	138000000	0.0
1B	129000000	139000000	0.0
1B	130000000	140000000	0.0
1B	131000000	141000000	0.0
1B	132000000	142000000	0.0
1B	133000000	143000000	0.0011764705882352942
1B	134000000	144000000	0.0014285714285714286
1B	135000000	145000000	0.0016666666666666666
1B	136000000	146000000	0.0015384615384615382
1B	137000000	147000000	0.0015384615384615382
1B	138000000	148000000	0.002307692307692308
1B	139000000	149000000	0.004
1B	140000000	150000000	0.006
1B	141000000	151000000	0.009473684210526316
1B	142000000	152000000	0.011428571428571429
1B	143000000	153000000	0.011578947368421053
1B	144000000	154000000	0.0115
1B	145000000	155000000	0.01
1B	146000000	156000000	0.01
1B	147000000	157000000	0.010454545454545454
1B	148000000	158000000	0.01
1B	149000000	159000000	0.01
1B	150000000	160000000	0.008888888888888889
1B	151000000	161000000	0.005384615384615386
1B	152000000	162000000	9.090909090909091E-4
1B	153000000	163000000	9.090909090909091E-4
1B	154000000	164000000	0.0
1B	155000000	165000000	0.0
1B	156000000	166000000	0.0
1B	157000000	167000000	0.0
1B	158000000	168000000	0.0
1B	159000000	169000000	0.0
1B	160000000	170000000	0.0
1B	161000000	171000000	0.0
1B	162000000	172000000	0.0
1B	163000000	173000000	0.0
1B	164000000	174000000	0.0
1B	165000000	175000000	0.0
1B	166000000	176000000	0.0
1B	167000000	177000000	0.0
1B	168000000	178000000	0.0
1B	169000000	179000000	0.0
1B	170000000	180000000	0.0
1B	171000000	181000000	0.0
1B	172000000	182000000	0.0
1B	173000000	183000000	0.0
1B	174000000	184000000	0.0
1B	175000000	185000000	0.0
1B	176000000	186000000	0.0
1B	177000000	187000000	0.0
1B	178000000	188000000	0.0
1B	179000000	189000000	0.0
1B	180000000	190000000	0.0
1B	181000000	191000000	0.0
1B	182000000	192000000	0.0
1B	183000000	193000000	0.0
1B	184000000	194000000	0.0
1B	185000000	195000000	0.0
1B	186000000	196000000	0.0
1B	187000000	197000000	0.0
1B	188000000	198000000	0.0
1B	189000000	199000000	0.0
1B	190000000	200000000	0.0
1B	191000000	201000000	0.0
1B	192000000	202000000	0.0
1B	193000000	203000000	0.0
1B	194000000	204000000	0.0
1B	195000000	205000000	0.0
1B	196000000	206000000	0.0
1B	197000000	207000000	0.0
1B	198000000	208000000	0.0
1B	199000000	209000000	0.0
1B	200000000	210000000	0.0
1B	201000000	211000000	0.0
1B	202000000	212000000	0.0
1B	203000000	213000000	0.0
1B	204000000	214000000	0.0
