Chr	Start	End	Value
1A	63000000	73000000	0.07435897435897436
1A	64000000	74000000	0.05142857142857143
1A	65000000	75000000	0.05114285714285715
1A	66000000	76000000	0.05368421052631579
1A	67000000	77000000	0.04971428571428572
1A	68000000	78000000	0.04540540540540541
1A	69000000	79000000	0.042702702702702704
1A	70000000	80000000	0.0345
1A	71000000	81000000	0.03285714285714285
1A	72000000	82000000	0.03066666666666667
1A	73000000	83000000	0.03136363636363636
1A	74000000	84000000	0.022999999999999996
1A	75000000	85000000	0.019512195121951216
1A	76000000	86000000	0.011428571428571429
1A	77000000	87000000	0.00425
1A	78000000	88000000	0.012499999999999995
1A	79000000	89000000	0.018999999999999993
1A	80000000	90000000	0.0364705882352941
1A	81000000	91000000	0.05310344827586206
1A	82000000	92000000	0.06923076923076923
1A	83000000	93000000	0.07333333333333332
1A	84000000	94000000	0.08666666666666667
1A	85000000	95000000	0.09359999999999999
1A	86000000	96000000	0.1225
1A	87000000	97000000	0.1416
1A	88000000	98000000	0.12785714285714286
1A	89000000	99000000	0.11066666666666665
1A	90000000	100000000	0.0979310344827586
1A	91000000	101000000	0.07257142857142858
1A	92000000	102000000	0.058461538461538474
1A	93000000	103000000	0.049999999999999975
1A	94000000	104000000	0.03928571428571429
1A	95000000	105000000	0.038837209302325586
1A	96000000	106000000	0.027435897435897427
1A	97000000	107000000	0.014390243902439018
1A	98000000	108000000	0.004999999999999998
1A	99000000	109000000	0.006285714285714286
1A	100000000	110000000	0.008717948717948718
1A	101000000	111000000	0.012499999999999999
1A	102000000	112000000	0.012195121951219511
1A	103000000	113000000	0.011363636363636364
1A	104000000	114000000	0.011904761904761904
1A	105000000	115000000	0.009600000000000001
1A	106000000	116000000	0.009056603773584904
1A	107000000	117000000	0.006923076923076923
1A	108000000	118000000	0.0062745098039215675
1A	109000000	119000000	0.005490196078431372
1A	110000000	120000000	0.003333333333333336
1A	111000000	121000000	0.0
1A	112000000	122000000	0.0
1A	113000000	123000000	0.0
1A	114000000	124000000	0.0
1A	115000000	125000000	0.0
1A	116000000	126000000	0.0
1A	117000000	127000000	0.0
1A	118000000	128000000	0.0
1A	119000000	129000000	0.0
1A	120000000	130000000	0.0
1A	121000000	131000000	0.0
1A	122000000	132000000	0.0
1A	123000000	133000000	0.0
1A	124000000	134000000	0.0
1A	125000000	135000000	0.0
1A	126000000	136000000	0.0
1A	127000000	137000000	0.0
1A	128000000	138000000	0.0
1A	129000000	139000000	0.0
1A	130000000	140000000	0.0
1A	131000000	141000000	0.0
1A	132000000	142000000	0.0
1A	133000000	143000000	0.0
1A	134000000	144000000	0.036875
1A	135000000	145000000	0.03933333333333334
1A	136000000	146000000	0.040689655172413804
1A	137000000	147000000	0.040689655172413804
1A	138000000	148000000	0.04719999999999999
1A	139000000	149000000	0.05363636363636364
1A	140000000	150000000	0.06210526315789474
1A	141000000	151000000	0.07866666666666666
1A	142000000	152000000	0.10727272727272727
1A	143000000	153000000	0.14750000000000002
1A	144000000	154000000	0.0
1A	145000000	155000000	0.0
1A	146000000	156000000	0.0
1A	147000000	157000000	0.0
1A	148000000	158000000	0.0
1A	149000000	159000000	0.0
1A	150000000	160000000	0.0
1A	151000000	161000000	0.0
1A	152000000	162000000	0.0
1A	153000000	163000000	0.0
1A	154000000	164000000	0.0
1A	155000000	165000000	0.0
1A	156000000	166000000	0.0
1A	157000000	167000000	0.0
1A	158000000	168000000	0.0
1A	159000000	169000000	0.0
1A	160000000	170000000	0.0
1A	161000000	171000000	0.0
1A	162000000	172000000	0.0
1A	163000000	173000000	0.0
1A	164000000	174000000	0.0
1A	165000000	175000000	0.0
1A	166000000	176000000	0.0
1A	167000000	177000000	0.0
1A	168000000	178000000	0.0
1A	169000000	179000000	0.0
1A	170000000	180000000	0.0
1A	171000000	181000000	0.0
1A	172000000	182000000	0.0
1A	173000000	183000000	0.0
1A	174000000	184000000	0.0
1A	175000000	185000000	0.0
1A	176000000	186000000	0.0
1A	177000000	187000000	0.0
1A	178000000	188000000	0.0
1A	179000000	189000000	0.0
1A	180000000	190000000	0.05375
1A	181000000	191000000	0.043000000000000003
1A	182000000	192000000	0.03583333333333334
1A	183000000	193000000	0.035833333333333335
1A	184000000	194000000	0.02866666666666666
1A	185000000	195000000	0.02388888888888888
1A	186000000	196000000	0.021499999999999995
1A	187000000	197000000	0.017916666666666657
1A	188000000	198000000	0.016538461538461533
1A	189000000	199000000	0.01433333333333334
1A	190000000	200000000	0.0
1A	191000000	201000000	0.0
1A	192000000	202000000	0.03999999999999998
1A	193000000	203000000	0.038139534883720905
1A	194000000	204000000	0.03416666666666666
1A	195000000	205000000	0.03094339622641511
1A	196000000	206000000	0.030370370370370357
1A	197000000	207000000	0.03094339622641511
1A	198000000	208000000	0.032156862745098054
1A	199000000	209000000	0.03489361702127661
1A	200000000	210000000	0.045555555555555544
1A	201000000	211000000	0.05124999999999998
1A	202000000	212000000	0.0
1A	203000000	213000000	0.012424242424242416
1A	204000000	214000000	0.016400000000000005
1A	205000000	215000000	0.024117647058823532
1A	206000000	216000000	0.025624999999999995
1A	207000000	217000000	0.022777777777777772
1A	208000000	218000000	0.019523809523809523
1A	209000000	219000000	0.016399999999999998
1A	210000000	220000000	0.014642857142857141
1A	211000000	221000000	0.01205882352941176
1A	212000000	222000000	0.023939393939393944
1A	213000000	223000000	0.021764705882352933
1A	214000000	224000000	0.02888888888888889
1A	215000000	225000000	0.039487179487179475
1A	216000000	226000000	0.049285714285714294
1A	217000000	227000000	0.05894736842105262
1A	218000000	228000000	0.06789473684210527
1A	219000000	229000000	0.07749999999999999
1A	220000000	230000000	0.08885714285714284
1A	221000000	231000000	0.10733333333333334
1A	222000000	232000000	0.11192307692307693
1A	223000000	233000000	0.11391304347826087
1A	224000000	234000000	0.08592592592592593
1A	225000000	235000000	0.0728
1A	226000000	236000000	0.06142857142857143
1A	227000000	237000000	0.039999999999999994
1A	228000000	238000000	0.036
1A	229000000	239000000	0.04694444444444445
1A	230000000	240000000	0.03945945945945946
1A	231000000	241000000	0.036750000000000005
1A	232000000	242000000	0.034999999999999996
1A	233000000	243000000	0.034102564102564105
1A	234000000	244000000	0.0415625
1A	235000000	245000000	0.044333333333333336
1A	236000000	246000000	0.04290322580645162
1A	237000000	247000000	0.05821428571428571
1A	238000000	248000000	0.06899999999999999
1A	239000000	249000000	0.1166666666666667
1A	240000000	250000000	0.1303703703703704
1A	241000000	251000000	0.14107142857142857
1A	242000000	252000000	0.14193548387096774
1A	243000000	253000000	0.13756756756756758
1A	244000000	254000000	0.132
1A	245000000	255000000	0.1255813953488372
1A	246000000	256000000	0.12355555555555554
1A	247000000	257000000	0.11608695652173913
1A	248000000	258000000	0.10454545454545454
1A	249000000	259000000	0.0622448979591837
1A	250000000	260000000	0.05090909090909091
1A	251000000	261000000	0.03840909090909089
1A	252000000	262000000	0.025833333333333326
1A	253000000	263000000	0.010999999999999998
1A	254000000	264000000	0.007499999999999995
1A	255000000	265000000	0.005333333333333337
1A	256000000	266000000	0.004523809523809522
1A	257000000	267000000	0.003055555555555554
1A	258000000	268000000	0.002894736842105262
1A	259000000	269000000	0.003235294117647059
1A	260000000	270000000	0.0029729729729729734
1A	261000000	271000000	0.003235294117647059
1A	262000000	272000000	0.00423076923076923
1A	263000000	273000000	0.00523809523809524
1A	264000000	274000000	0.004999999999999998
1A	265000000	275000000	0.004399999999999999
1A	266000000	276000000	0.0
1A	267000000	277000000	0.0
1A	268000000	278000000	0.0
1A	269000000	279000000	0.0
1A	270000000	280000000	0.0
1A	271000000	281000000	0.0
1A	272000000	282000000	0.0
1A	273000000	283000000	0.0
1A	274000000	284000000	0.0
1A	275000000	285000000	0.0
1A	276000000	286000000	0.0
1A	277000000	287000000	0.0
1A	278000000	288000000	0.0
1A	279000000	289000000	0.0
1A	280000000	290000000	0.0
1A	281000000	291000000	0.0
1A	282000000	292000000	0.0
1A	283000000	293000000	0.0
1A	284000000	294000000	0.002631578947368422
1A	285000000	295000000	0.007777777777777781
1A	286000000	296000000	0.01418604651162791
1A	287000000	297000000	0.017083333333333332
1A	288000000	298000000	0.020000000000000004
1A	289000000	299000000	0.024590163934426233
1A	290000000	300000000	0.028275862068965523
1A	291000000	301000000	0.03047619047619048
1A	292000000	302000000	0.031076923076923082
1A	293000000	303000000	0.031714285714285716
1A	294000000	304000000	0.030724637681159423
1A	295000000	305000000	0.029846153846153845
1A	296000000	306000000	0.027758620689655174
1A	297000000	307000000	0.025454545454545452
1A	298000000	308000000	0.02036363636363637
1A	299000000	309000000	0.013846153846153852
1A	300000000	310000000	0.010000000000000002
1A	301000000	311000000	0.005769230769230765
1A	302000000	312000000	0.003703703703703701
1A	303000000	313000000	0.0
1A	304000000	314000000	0.0
1A	305000000	315000000	0.0
1A	306000000	316000000	0.0
1A	307000000	317000000	0.0
1A	308000000	318000000	0.0
1A	309000000	319000000	0.0
1A	310000000	320000000	0.0
1A	311000000	321000000	0.0
1A	312000000	322000000	0.009999999999999997
1A	313000000	323000000	0.009491525423728811
1A	314000000	324000000	0.010555555555555561
1A	315000000	325000000	0.011600000000000001
1A	316000000	326000000	0.011836734693877556
1A	317000000	327000000	0.010943396226415091
1A	318000000	328000000	0.010943396226415091
1A	319000000	329000000	0.011923076923076925
1A	320000000	330000000	0.013703703703703702
1A	321000000	331000000	0.015769230769230775
1A	322000000	332000000	0.014799999999999999
1A	323000000	333000000	0.037499999999999985
1A	324000000	334000000	0.05189655172413795
1A	325000000	335000000	0.06385964912280705
1A	326000000	336000000	0.07912280701754389
1A	327000000	337000000	0.1051063829787234
1A	328000000	338000000	0.11478260869565217
1A	329000000	339000000	0.12558139534883722
1A	330000000	340000000	0.12902439024390244
1A	331000000	341000000	0.12534883720930232
1A	332000000	342000000	0.1057142857142857
1A	333000000	343000000	0.08419999999999998
1A	334000000	344000000	0.06999999999999999
1A	335000000	345000000	0.05859999999999999
1A	336000000	346000000	0.05173076923076923
1A	337000000	347000000	0.049999999999999996
1A	338000000	348000000	0.05070175438596492
1A	339000000	349000000	0.05761904761904762
1A	340000000	350000000	0.0677142857142857
1A	341000000	351000000	0.07151515151515152
1A	342000000	352000000	0.07766666666666668
1A	343000000	353000000	0.08368421052631579
1A	344000000	354000000	0.08685185185185186
1A	345000000	355000000	0.08882352941176472
1A	346000000	356000000	0.07481481481481482
1A	347000000	357000000	0.06981481481481483
1A	348000000	358000000	0.06648148148148149
1A	349000000	359000000	0.060212765957446825
1A	350000000	360000000	0.0526829268292683
1A	351000000	361000000	0.05568181818181818
1A	352000000	362000000	0.0632608695652174
1A	353000000	363000000	0.08489795918367346
1A	354000000	364000000	0.10438596491228071
1A	355000000	365000000	0.1211864406779661
1A	356000000	366000000	0.15967213114754097
1A	357000000	367000000	0.17359375000000005
1A	358000000	368000000	0.18671875000000002
1A	359000000	369000000	0.19048387096774191
1A	360000000	370000000	0.20017241379310344
1A	361000000	371000000	0.20083333333333334
1A	362000000	372000000	0.2056451612903226
1A	363000000	373000000	0.20844827586206896
1A	364000000	374000000	0.21320754716981133
1A	365000000	375000000	0.2178846153846154
1A	366000000	376000000	0.22217391304347825
1A	367000000	377000000	0.23386363636363636
1A	368000000	378000000	0.25377777777777777
1A	369000000	379000000	0.270625
1A	370000000	380000000	0.28620689655172415
1A	371000000	381000000	0.3021153846153846
1A	372000000	382000000	0.2705660377358491
1A	373000000	383000000	0.2576923076923077
1A	374000000	384000000	0.24037037037037037
1A	375000000	385000000	0.20767857142857138
1A	376000000	386000000	0.18200000000000005
1A	377000000	387000000	0.14736842105263162
1A	378000000	388000000	0.10133333333333333
1A	379000000	389000000	0.0733870967741936
1A	380000000	390000000	0.01352941176470588
1A	381000000	391000000	0.013800000000000003
1A	382000000	392000000	0.014680851063829796
1A	383000000	393000000	0.013269230769230766
1A	384000000	394000000	8.163265306122451E-4
1A	385000000	395000000	8.888888888888887E-4
1A	386000000	396000000	9.999999999999996E-4
1A	387000000	397000000	0.0011764705882352944
1A	388000000	398000000	0.001290322580645162
1A	389000000	399000000	0.0
1A	390000000	400000000	0.0
1A	391000000	401000000	0.0
1A	392000000	402000000	0.0
1A	393000000	403000000	0.0
1A	394000000	404000000	0.0
1A	395000000	405000000	0.0
1A	396000000	406000000	0.0
1A	397000000	407000000	0.0
1A	398000000	408000000	0.0
1A	399000000	409000000	0.0
1A	400000000	410000000	0.0
1A	401000000	411000000	0.0
1A	402000000	412000000	0.0
1A	403000000	413000000	0.027656250000000014
1A	404000000	414000000	0.08890909090909088
1A	405000000	415000000	0.10894736842105265
1A	406000000	416000000	0.13473684210526318
1A	407000000	417000000	0.15393442622950823
1A	408000000	418000000	0.18709090909090909
1A	409000000	419000000	0.20909090909090913
1A	410000000	420000000	0.27309090909090905
1A	411000000	421000000	0.3370909090909091
1A	412000000	422000000	0.35
1A	413000000	423000000	0.3547457627118644
1A	414000000	424000000	0.3489830508474576
1A	415000000	425000000	0.3606896551724138
1A	416000000	426000000	0.37963636363636366
1A	417000000	427000000	0.38842105263157894
1A	418000000	428000000	0.3675806451612903
1A	419000000	429000000	0.36150000000000004
1A	420000000	430000000	0.3458490566037736
1A	421000000	431000000	0.3109803921568628
1A	422000000	432000000	0.33535714285714285
1A	423000000	433000000	0.3784126984126984
1A	424000000	434000000	0.4085483870967742
1A	425000000	435000000	0.42017241379310355
1A	426000000	436000000	0.45399999999999996
1A	427000000	437000000	0.5354687499999999
1A	428000000	438000000	0.5833333333333333
1A	429000000	439000000	0.6023809523809522
1A	430000000	440000000	0.6167123287671233
1A	431000000	441000000	0.6556
1A	432000000	442000000	0.6818055555555556
1A	433000000	443000000	0.7096774193548387
1A	434000000	444000000	0.7138333333333333
1A	435000000	445000000	0.6951515151515152
1A	436000000	446000000	0.674264705882353
1A	437000000	447000000	0.6306349206349207
1A	438000000	448000000	0.597
1A	439000000	449000000	0.5936486486486486
1A	440000000	450000000	0.5936986301369863
1A	441000000	451000000	0.5926470588235294
1A	442000000	452000000	0.5852238805970149
1A	443000000	453000000	0.6085714285714285
1A	444000000	454000000	0.6255882352941178
1A	445000000	455000000	0.648888888888889
1A	446000000	456000000	0.7287692307692307
1A	447000000	457000000	0.7655
1A	448000000	458000000	0.8757627118644069
1A	449000000	459000000	0.9546666666666668
1A	450000000	460000000	1.019818181818182
1A	451000000	461000000	1.0519999999999998
1A	452000000	462000000	1.1119999999999999
1A	453000000	463000000	1.1801724137931036
1A	454000000	464000000	1.2191935483870968
1A	455000000	465000000	1.2731884057971015
1A	456000000	466000000	1.3185714285714285
1A	457000000	467000000	1.3518309859154929
1A	458000000	468000000	1.437375
1A	459000000	469000000	1.4743243243243243
1A	460000000	470000000	1.5414102564102563
1A	461000000	471000000	1.6512359550561797
1A	462000000	472000000	1.6175555555555554
1A	463000000	473000000	1.4891011235955056
1A	464000000	474000000	1.3445054945054948
1A	465000000	475000000	1.1613978494623654
1A	466000000	476000000	1.0086956521739132
1A	467000000	477000000	0.8865306122448979
1A	468000000	478000000	0.6567045454545456
1A	469000000	479000000	0.5565263157894736
1A	470000000	480000000	0.35233009708737895
1A	471000000	481000000	0.056868686868686805
1A	472000000	482000000	0.026565656565656588
1A	473000000	483000000	0.09594059405940601
1A	474000000	484000000	0.13783505154639183
1A	475000000	485000000	0.20701030927835035
1A	476000000	486000000	0.2916326530612246
1A	477000000	487000000	0.3546808510638298
1A	478000000	488000000	0.44257731958762875
1A	479000000	489000000	0.49795454545454526
1A	480000000	490000000	0.6209722222222221
1A	481000000	491000000	0.7211290322580646
1A	482000000	492000000	0.764
1A	483000000	493000000	0.7840740740740741
1A	484000000	494000000	0.8046551724137931
1A	485000000	495000000	0.8707407407407407
1A	486000000	496000000	0.8956818181818181
1B	0	10000000	0.2693181818181818
1B	1000000	11000000	0.7517999999999999
1B	2000000	12000000	0.8843859649122809
1B	3000000	13000000	1.0139622641509431
1B	4000000	14000000	1.052181818181818
1B	5000000	15000000	1.0601754385964912
1B	6000000	16000000	1.054736842105263
1B	7000000	17000000	1.1925
1B	8000000	18000000	1.2630434782608697
1B	9000000	19000000	1.229387755102041
1B	10000000	20000000	1.2115686274509803
1B	11000000	21000000	0.8151162790697675
1B	12000000	22000000	0.5997368421052631
1B	13000000	23000000	0.45651162790697675
1B	14000000	24000000	0.3807317073170732
1B	15000000	25000000	0.34272727272727277
1B	16000000	26000000	0.3134782608695652
1B	17000000	27000000	0.3008695652173913
1B	18000000	28000000	0.27999999999999997
1B	19000000	29000000	0.255952380952381
1B	20000000	30000000	0.24864864864864863
1B	21000000	31000000	0.2512121212121212
1B	22000000	32000000	0.246875
1B	23000000	33000000	0.23038461538461538
1B	24000000	34000000	0.21821428571428572
1B	25000000	35000000	0.1814285714285714
1B	26000000	36000000	0.1412
1B	27000000	37000000	0.1686206896551724
1B	28000000	38000000	0.1915625
1B	29000000	39000000	0.20233333333333334
1B	30000000	40000000	0.20242424242424242
1B	31000000	41000000	0.1988888888888889
1B	32000000	42000000	0.21738095238095237
1B	33000000	43000000	0.22738095238095238
1B	34000000	44000000	0.22
1B	35000000	45000000	0.21675675675675676
1B	36000000	46000000	0.20916666666666667
1B	37000000	47000000	0.18454545454545454
1B	38000000	48000000	0.1682142857142857
1B	39000000	49000000	0.14
1B	40000000	50000000	0.10878787878787877
1B	41000000	51000000	0.0811111111111111
1B	42000000	52000000	0.02689655172413793
1B	43000000	53000000	0.004137931034482757
1B	44000000	54000000	0.017419354838709687
1B	45000000	55000000	0.024999999999999998
1B	46000000	56000000	0.04083333333333334
1B	47000000	57000000	0.04454545454545454
1B	48000000	58000000	0.0647058823529412
1B	49000000	59000000	0.11942857142857145
1B	50000000	60000000	0.21457142857142864
1B	51000000	61000000	0.2346875
1B	52000000	62000000	0.22088235294117647
1B	53000000	63000000	0.19447368421052633
1B	54000000	64000000	0.1548888888888889
1B	55000000	65000000	0.15250000000000002
1B	56000000	66000000	0.15100000000000008
1B	57000000	67000000	0.12583333333333327
1B	58000000	68000000	0.11297872340425535
1B	59000000	69000000	0.07744186046511625
1B	60000000	70000000	0.0
1B	61000000	71000000	0.0
1B	62000000	72000000	0.0
1B	63000000	73000000	0.0
1B	64000000	74000000	0.0
1B	65000000	75000000	0.0
1B	66000000	76000000	0.0
1B	67000000	77000000	0.0
1B	68000000	78000000	0.0
1B	69000000	79000000	0.0
1B	70000000	80000000	0.0
1B	71000000	81000000	0.0
1B	72000000	82000000	0.0073333333333333315
1B	73000000	83000000	0.007499999999999997
1B	74000000	84000000	0.016499999999999994
1B	75000000	85000000	0.021951219512195114
1B	76000000	86000000	0.03380952380952379
1B	77000000	87000000	0.04150000000000001
1B	78000000	88000000	0.04750000000000001
1B	79000000	89000000	0.0495
1B	80000000	90000000	0.061764705882352944
1B	81000000	91000000	0.07517241379310345
1B	82000000	92000000	0.07423076923076924
1B	83000000	93000000	0.07296296296296297
1B	84000000	94000000	0.06518518518518518
1B	85000000	95000000	0.06080000000000001
1B	86000000	96000000	0.04708333333333333
1B	87000000	97000000	0.0404
1B	88000000	98000000	0.03642857142857143
1B	89000000	99000000	0.038
1B	90000000	100000000	0.039310344827586205
1B	91000000	101000000	0.03942857142857143
1B	92000000	102000000	0.03948717948717949
1B	93000000	103000000	0.03857142857142857
1B	94000000	104000000	0.03571428571428571
1B	95000000	105000000	0.03488372093023256
1B	96000000	106000000	0.03512820512820513
1B	97000000	107000000	0.031219512195121955
1B	98000000	108000000	0.03027777777777778
1B	99000000	109000000	0.02714285714285714
1B	100000000	110000000	0.02128205128205128
1B	101000000	111000000	0.01775
1B	102000000	112000000	0.01902439024390244
1B	103000000	113000000	0.021363636363636366
1B	104000000	114000000	0.023333333333333338
1B	105000000	115000000	0.027800000000000005
1B	106000000	116000000	0.02773584905660378
1B	107000000	117000000	0.027692307692307693
1B	108000000	118000000	0.02705882352941177
1B	109000000	119000000	0.02588235294117647
1B	110000000	120000000	0.027499999999999997
1B	111000000	121000000	0.027317073170731707
1B	112000000	122000000	0.020250000000000004
1B	113000000	123000000	0.014722222222222229
1B	114000000	124000000	0.013611111111111112
1B	115000000	125000000	0.002666666666666668
1B	116000000	126000000	0.0
1B	117000000	127000000	3.57142857142857E-4
1B	118000000	128000000	3.3333333333333343E-4
1B	119000000	129000000	3.571428571428571E-4
1B	120000000	130000000	3.9999999999999996E-4
1B	121000000	131000000	3.9999999999999996E-4
1B	122000000	132000000	4.7619047619047614E-4
1B	123000000	133000000	4.999999999999999E-4
1B	124000000	134000000	4.999999999999999E-4
1B	125000000	135000000	5.263157894736844E-4
1B	126000000	136000000	5.555555555555554E-4
1B	127000000	137000000	0.0
1B	128000000	138000000	0.0
1B	129000000	139000000	4.999999999999998E-4
1B	130000000	140000000	0.003749999999999999
1B	131000000	141000000	0.006153846153846155
1B	132000000	142000000	0.00785714285714286
1B	133000000	143000000	0.007931034482758621
1B	134000000	144000000	0.009375000000000001
1B	135000000	145000000	0.009999999999999998
1B	136000000	146000000	0.010344827586206896
1B	137000000	147000000	0.010689655172413793
1B	138000000	148000000	0.012400000000000001
1B	139000000	149000000	0.013636363636363637
1B	140000000	150000000	0.011578947368421053
1B	141000000	151000000	0.01
1B	142000000	152000000	0.008181818181818182
1B	143000000	153000000	0.01
1B	144000000	154000000	0.0024999999999999996
1B	145000000	155000000	0.002
1B	146000000	156000000	0.0014285714285714288
1B	147000000	157000000	0.0
1B	148000000	158000000	0.0
1B	149000000	159000000	0.0
1B	150000000	160000000	0.0
1B	151000000	161000000	0.0
1B	152000000	162000000	0.0
1B	153000000	163000000	0.0
1B	154000000	164000000	0.0
1B	155000000	165000000	0.0
1B	156000000	166000000	0.0
1B	157000000	167000000	0.0
1B	158000000	168000000	0.0
1B	159000000	169000000	0.0
1B	160000000	170000000	0.0
1B	161000000	171000000	0.0
1B	162000000	172000000	0.0
1B	163000000	173000000	0.0
1B	164000000	174000000	0.0
1B	165000000	175000000	0.0
1B	166000000	176000000	0.0
1B	167000000	177000000	0.0
1B	168000000	178000000	0.0
1B	169000000	179000000	0.0
1B	170000000	180000000	0.0
1B	171000000	181000000	0.0
1B	172000000	182000000	0.0
1B	173000000	183000000	0.0
1B	174000000	184000000	0.0
1B	175000000	185000000	0.0
1B	176000000	186000000	0.0
1B	177000000	187000000	0.0
1B	178000000	188000000	0.0
1B	179000000	189000000	0.0
1B	180000000	190000000	0.0
1B	181000000	191000000	0.0
1B	182000000	192000000	0.0
1B	183000000	193000000	0.0
1B	184000000	194000000	0.0
1B	185000000	195000000	0.0
1B	186000000	196000000	0.0
1B	187000000	197000000	0.0012499999999999996
1B	188000000	198000000	0.0034615384615384616
1B	189000000	199000000	0.006999999999999996
1B	190000000	200000000	0.01054054054054054
1B	191000000	201000000	0.009999999999999998
1B	192000000	202000000	0.009512195121951218
1B	193000000	203000000	0.009767441860465118
1B	194000000	204000000	0.010416666666666666
1B	195000000	205000000	0.011132075471698115
1B	196000000	206000000	0.011481481481481483
1B	197000000	207000000	0.011698113207547168
1B	198000000	208000000	0.010980392156862745
1B	199000000	209000000	0.009361702127659575
1B	200000000	210000000	0.007222222222222221
1B	201000000	211000000	0.008125
1B	202000000	212000000	0.009696969696969697
1B	203000000	213000000	0.009696969696969697
1B	204000000	214000000	0.009600000000000001
1B	205000000	215000000	0.008823529411764706
1B	206000000	216000000	0.007500000000000001
1B	207000000	217000000	0.005
1B	208000000	218000000	0.004285714285714286
1B	209000000	219000000	0.0036000000000000008
1B	210000000	220000000	0.0032142857142857147
1B	211000000	221000000	0.0026470588235294116
1B	212000000	222000000	9.090909090909093E-4
1B	213000000	223000000	0.0011764705882352949
1B	214000000	224000000	0.0036111111111111127
1B	215000000	225000000	0.009487179487179491
1B	216000000	226000000	0.014761904761904766
1B	217000000	227000000	0.017368421052631578
1B	218000000	228000000	0.020526315789473688
1B	219000000	229000000	0.02388888888888889
1B	220000000	230000000	0.02857142857142857
1B	221000000	231000000	0.03333333333333333
1B	222000000	232000000	0.038461538461538464
1B	223000000	233000000	0.041739130434782605
1B	224000000	234000000	0.03222222222222222
1B	225000000	235000000	0.0252
1B	226000000	236000000	0.018095238095238095
1B	227000000	237000000	0.012142857142857141
1B	228000000	238000000	0.013333333333333334
1B	229000000	239000000	0.024444444444444456
1B	230000000	240000000	0.02567567567567568
1B	231000000	241000000	0.03225000000000001
1B	232000000	242000000	0.03425
1B	233000000	243000000	0.03512820512820514
1B	234000000	244000000	0.0428125
1B	235000000	245000000	0.045666666666666675
1B	236000000	246000000	0.049354838709677426
1B	237000000	247000000	0.07035714285714287
1B	238000000	248000000	0.08
1B	239000000	249000000	0.09
1B	240000000	250000000	0.08518518518518518
1B	241000000	251000000	0.07
1B	242000000	252000000	0.06741935483870967
1B	243000000	253000000	0.07324324324324324
1B	244000000	254000000	0.077
1B	245000000	255000000	0.08255813953488372
1B	246000000	256000000	0.09044444444444444
1B	247000000	257000000	0.10543478260869567
1B	248000000	258000000	0.15477272727272723
1B	249000000	259000000	0.20938775510204072
1B	250000000	260000000	0.23045454545454538
1B	251000000	261000000	0.2331818181818182
1B	252000000	262000000	0.209375
1B	253000000	263000000	0.18859999999999996
1B	254000000	264000000	0.18875000000000003
1B	255000000	265000000	0.19088888888888889
1B	256000000	266000000	0.20809523809523814
1B	257000000	267000000	0.2088888888888889
1B	258000000	268000000	0.13026315789473686
1B	259000000	269000000	0.03470588235294117
