Chr	Start	End	Value
1A	96000000	106000000	0.186
1A	97000000	107000000	0.14916666666666667
1A	98000000	108000000	0.14148148148148149
1A	99000000	109000000	0.12928571428571428
1A	100000000	110000000	0.11615384615384615
1A	101000000	111000000	0.09999999999999999
1A	102000000	112000000	0.07206896551724137
1A	103000000	113000000	0.06333333333333334
1A	104000000	114000000	0.061470588235294124
1A	105000000	115000000	0.044642857142857144
1A	106000000	116000000	0.044137931034482755
1A	107000000	117000000	0.0425925925925926
1A	108000000	118000000	0.04259259259259259
1A	109000000	119000000	0.042692307692307696
1A	110000000	120000000	0.049999999999999996
1A	111000000	121000000	0.04709677419354839
1A	112000000	122000000	0.05307692307692308
1A	113000000	123000000	0.06272727272727273
1A	114000000	124000000	0.06
1A	115000000	125000000	0.06
1A	116000000	126000000	0.05750000000000001
1A	117000000	127000000	0.056315789473684215
1A	118000000	128000000	0.051875000000000004
1A	119000000	129000000	0.045
1A	120000000	130000000	0.01
1A	121000000	131000000	0.0030769230769230765
1A	122000000	132000000	0.0
1A	123000000	133000000	0.0
1A	124000000	134000000	0.0
1A	125000000	135000000	0.0
1A	126000000	136000000	0.014285714285714282
1A	127000000	137000000	0.011999999999999997
1A	128000000	138000000	0.009999999999999998
1A	129000000	139000000	0.009375000000000001
1A	130000000	140000000	0.009677419354838712
1A	131000000	141000000	0.011111111111111113
1A	132000000	142000000	0.023666666666666666
1A	133000000	143000000	0.04161290322580645
1A	134000000	144000000	0.05178571428571428
1A	135000000	145000000	0.061538461538461535
1A	136000000	146000000	0.06333333333333332
1A	137000000	147000000	0.0743478260869565
1A	138000000	148000000	0.09500000000000001
1A	139000000	149000000	0.11857142857142858
1A	140000000	150000000	0.13105263157894737
1A	141000000	151000000	0.10375
1A	142000000	152000000	0.07428571428571429
1A	143000000	153000000	0.05769230769230768
1A	144000000	154000000	0.05360000000000001
1A	145000000	155000000	0.04250000000000002
1A	146000000	156000000	0.02689655172413793
1A	147000000	157000000	0.056052631578947375
1A	148000000	158000000	0.05428571428571429
1A	149000000	159000000	0.03799999999999999
1A	150000000	160000000	0.037142857142857144
1A	151000000	161000000	0.04205128205128205
1A	152000000	162000000	0.048571428571428564
1A	153000000	163000000	0.047222222222222214
1A	154000000	164000000	0.04594594594594595
1A	155000000	165000000	0.05058823529411765
1A	156000000	166000000	0.051999999999999984
1A	157000000	167000000	0.018214285714285714
1A	158000000	168000000	0.015714285714285715
1A	159000000	169000000	0.016551724137931035
1A	160000000	170000000	0.015714285714285715
1A	161000000	171000000	0.012857142857142859
1A	162000000	172000000	0.01
1A	163000000	173000000	0.00967741935483871
1A	164000000	174000000	0.009375
1A	165000000	175000000	0.008
1A	166000000	176000000	0.005142857142857143
1A	167000000	177000000	0.003999999999999998
1A	168000000	178000000	0.0018181818181818186
1A	169000000	179000000	0.0
1A	170000000	180000000	0.0
1A	171000000	181000000	0.0
1A	172000000	182000000	0.0
1A	173000000	183000000	0.0
1A	174000000	184000000	0.0
1A	175000000	185000000	0.0
1A	176000000	186000000	0.0
1A	177000000	187000000	0.0
1A	178000000	188000000	0.0
1A	179000000	189000000	0.0
1A	180000000	190000000	0.0
1A	181000000	191000000	0.0
1A	182000000	192000000	0.0
1A	183000000	193000000	0.0
1A	184000000	194000000	0.0
1A	185000000	195000000	0.0
1A	186000000	196000000	0.0
1A	187000000	197000000	0.0
1A	188000000	198000000	0.0
1A	189000000	199000000	0.0
1A	190000000	200000000	0.0
1A	191000000	201000000	0.0
1A	192000000	202000000	0.0
1A	193000000	203000000	0.0
1A	194000000	204000000	0.0
1A	195000000	205000000	0.0
1A	196000000	206000000	0.0
1A	197000000	207000000	0.0
1A	198000000	208000000	0.0
1A	199000000	209000000	0.0
1A	200000000	210000000	0.0
1A	201000000	211000000	0.0
1A	202000000	212000000	0.0
1A	203000000	213000000	0.0
1A	204000000	214000000	0.0
1A	205000000	215000000	0.0
1A	206000000	216000000	0.0
1A	207000000	217000000	0.0
1A	208000000	218000000	0.0
1A	209000000	219000000	0.0
1A	210000000	220000000	0.0
1A	211000000	221000000	0.0
1A	212000000	222000000	0.0
1A	213000000	223000000	0.0
1A	214000000	224000000	0.0
1A	215000000	225000000	0.0
1A	216000000	226000000	0.0
1A	217000000	227000000	0.0
1A	218000000	228000000	0.0
1A	219000000	229000000	0.0
1A	220000000	230000000	0.0
1A	221000000	231000000	0.0
1A	222000000	232000000	0.0
1A	223000000	233000000	0.0
1A	224000000	234000000	0.0
1A	225000000	235000000	0.0
1A	226000000	236000000	0.0
1A	227000000	237000000	0.0
1A	228000000	238000000	0.0
1A	229000000	239000000	0.0
1A	230000000	240000000	0.0
1A	231000000	241000000	0.0
1A	232000000	242000000	0.0
1A	233000000	243000000	0.0
1A	234000000	244000000	0.0
1A	235000000	245000000	0.0
1A	236000000	246000000	0.0
1A	237000000	247000000	0.0
1A	238000000	248000000	0.0
1A	239000000	249000000	0.0
1A	240000000	250000000	0.0
1A	241000000	251000000	0.0
1A	242000000	252000000	0.0
1A	243000000	253000000	0.0
1A	244000000	254000000	0.0
1A	245000000	255000000	0.0
1A	246000000	256000000	0.0
1A	247000000	257000000	0.0
1A	248000000	258000000	0.0
1A	249000000	259000000	0.0
1A	250000000	260000000	0.0
1A	251000000	261000000	0.0
1A	252000000	262000000	0.0
1A	253000000	263000000	0.0
1A	254000000	264000000	0.039090909090909086
1A	255000000	265000000	0.03307692307692308
1A	256000000	266000000	0.03071428571428571
1A	257000000	267000000	0.03583333333333334
1A	258000000	268000000	0.03307692307692308
1A	259000000	269000000	0.025294117647058828
1A	260000000	270000000	0.0215
1A	261000000	271000000	0.019545454545454553
1A	262000000	272000000	0.018695652173913033
1A	263000000	273000000	0.018695652173913033
1A	264000000	274000000	0.0
1A	265000000	275000000	0.0
1A	266000000	276000000	0.0
1A	267000000	277000000	0.0
1A	268000000	278000000	0.0
1A	269000000	279000000	0.0
1A	270000000	280000000	0.0
1A	271000000	281000000	0.0
1A	272000000	282000000	0.0
1A	273000000	283000000	0.008666666666666665
1A	274000000	284000000	0.008666666666666665
1A	275000000	285000000	0.008666666666666665
1A	276000000	286000000	0.008666666666666665
1A	277000000	287000000	0.006842105263157894
1A	278000000	288000000	0.008125000000000002
1A	279000000	289000000	0.007222222222222222
1A	280000000	290000000	0.10411764705882354
1A	281000000	291000000	0.12642857142857145
1A	282000000	292000000	0.12642857142857145
1A	283000000	293000000	0.12615384615384617
1A	284000000	294000000	0.12615384615384617
1A	285000000	295000000	0.12615384615384617
1A	286000000	296000000	0.12615384615384617
1A	287000000	297000000	0.13666666666666663
1A	288000000	298000000	0.09647058823529413
1A	289000000	299000000	0.11714285714285713
1A	290000000	300000000	0.0
1A	291000000	301000000	0.0
1A	292000000	302000000	0.0
1A	293000000	303000000	0.01413793103448276
1A	294000000	304000000	0.01413793103448276
1A	295000000	305000000	0.0132258064516129
1A	296000000	306000000	0.011714285714285712
1A	297000000	307000000	0.012424242424242421
1A	298000000	308000000	0.014642857142857141
1A	299000000	309000000	0.014137931034482755
1A	300000000	310000000	0.014642857142857141
1A	301000000	311000000	0.01708333333333333
1A	302000000	312000000	0.01782608695652174
1A	303000000	313000000	0.0
1A	304000000	314000000	0.0
1A	305000000	315000000	0.0
1A	306000000	316000000	0.0
1A	307000000	317000000	0.0
1A	308000000	318000000	0.01799999999999999
1A	309000000	319000000	0.019999999999999997
1A	310000000	320000000	0.0225
1A	311000000	321000000	0.02454545454545455
1A	312000000	322000000	0.03047619047619047
1A	313000000	323000000	0.04727272727272727
1A	314000000	324000000	0.049523809523809526
1A	315000000	325000000	0.07130434782608697
1A	316000000	326000000	0.08083333333333334
1A	317000000	327000000	0.0896
1A	318000000	328000000	0.1125
1A	319000000	329000000	0.11782608695652175
1A	320000000	330000000	0.12172413793103448
1A	321000000	331000000	0.11857142857142858
1A	322000000	332000000	0.11447368421052632
1A	323000000	333000000	0.10394736842105264
1A	324000000	334000000	0.09853658536585366
1A	325000000	335000000	0.08951219512195123
1A	326000000	336000000	0.08975609756097562
1A	327000000	337000000	0.08844444444444445
1A	328000000	338000000	0.08575
1A	329000000	339000000	0.08078947368421054
1A	330000000	340000000	0.0703125
1A	331000000	341000000	0.05620689655172414
1A	332000000	342000000	0.04586206896551724
1A	333000000	343000000	0.04290322580645162
1A	334000000	344000000	0.04275862068965517
1A	335000000	345000000	0.0374074074074074
1A	336000000	346000000	0.025925925925925932
1A	337000000	347000000	0.0041666666666666675
1A	338000000	348000000	0.0041666666666666675
1A	339000000	349000000	0.0
1A	340000000	350000000	0.0
1A	341000000	351000000	0.0
1A	342000000	352000000	0.0
1A	343000000	353000000	0.0
1A	344000000	354000000	0.0
1A	345000000	355000000	0.0
1A	346000000	356000000	0.0
1A	347000000	357000000	9.999999999999994E-4
1A	348000000	358000000	0.006086956521739133
1A	349000000	359000000	0.008695652173913042
1A	350000000	360000000	0.020465116279069773
1A	351000000	361000000	0.028717948717948718
1A	352000000	362000000	0.03179487179487178
1A	353000000	363000000	0.04157894736842106
1A	354000000	364000000	0.048974358974358985
1A	355000000	365000000	0.06351351351351352
1A	356000000	366000000	0.07228571428571429
1A	357000000	367000000	0.08586206896551725
1A	358000000	368000000	0.08923076923076922
1A	359000000	369000000	0.07857142857142857
1A	360000000	370000000	0.06615384615384616
1A	361000000	371000000	0.054814814814814816
1A	362000000	372000000	0.050370370370370364
1A	363000000	373000000	0.03923076923076924
1A	364000000	374000000	0.026538461538461545
1A	365000000	375000000	0.008928571428571432
1A	366000000	376000000	0.002499999999999999
1A	367000000	377000000	0.002333333333333333
1A	368000000	378000000	0.0
1A	369000000	379000000	0.0
1A	370000000	380000000	0.0
1A	371000000	381000000	0.0
1A	372000000	382000000	0.0
1A	373000000	383000000	0.0
1A	374000000	384000000	0.0
1A	375000000	385000000	0.0
1A	376000000	386000000	0.0
1A	377000000	387000000	0.0
1A	378000000	388000000	0.0
1A	379000000	389000000	0.0
1A	380000000	390000000	0.0
1A	381000000	391000000	0.0
1A	382000000	392000000	0.0
1A	383000000	393000000	0.0
1A	384000000	394000000	0.0
1A	385000000	395000000	9.999999999999994E-4
1A	386000000	396000000	0.004871794871794871
1A	387000000	397000000	0.01095238095238095
1A	388000000	398000000	0.014255319148936168
1A	389000000	399000000	0.017083333333333332
1A	390000000	400000000	0.019183673469387753
1A	391000000	401000000	0.023921568627450974
1A	392000000	402000000	0.027083333333333334
1A	393000000	403000000	0.030612244897959183
1A	394000000	404000000	0.03276595744680851
1A	395000000	405000000	0.034375
1A	396000000	406000000	0.035208333333333335
1A	397000000	407000000	0.03523809523809524
1A	398000000	408000000	0.03425
1A	399000000	409000000	0.034722222222222224
1A	400000000	410000000	0.03368421052631579
1A	401000000	411000000	0.030303030303030304
1A	402000000	412000000	0.027058823529411764
1A	403000000	413000000	0.0225
1A	404000000	414000000	0.02
1A	405000000	415000000	0.015142857142857142
1A	406000000	416000000	0.010625000000000002
1A	407000000	417000000	0.008484848484848486
1A	408000000	418000000	0.005625
1A	409000000	419000000	0.003947368421052633
1A	410000000	420000000	0.0
1A	411000000	421000000	0.0
1A	412000000	422000000	0.0
1A	413000000	423000000	0.0
1A	414000000	424000000	0.0
1A	415000000	425000000	0.0
1A	416000000	426000000	0.0
1A	417000000	427000000	0.0
1A	418000000	428000000	0.0
1A	419000000	429000000	0.0
1A	420000000	430000000	0.0
1A	421000000	431000000	0.0
1A	422000000	432000000	0.0
1A	423000000	433000000	0.0
1A	424000000	434000000	0.0
1A	425000000	435000000	0.0
1A	426000000	436000000	0.0
1A	427000000	437000000	4.3478260869565214E-4
1A	428000000	438000000	4.347826086956521E-4
1A	429000000	439000000	4.8780487804878027E-4
1A	430000000	440000000	4.7619047619047624E-4
1A	431000000	441000000	4.8780487804878027E-4
1A	432000000	442000000	4.651162790697677E-4
1A	433000000	443000000	6.666666666666666E-4
1A	434000000	444000000	0.0019047619047619054
1A	435000000	445000000	0.004761904761904763
1A	436000000	446000000	0.012888888888888889
1A	437000000	447000000	0.027777777777777776
1A	438000000	448000000	0.03302325581395349
1A	439000000	449000000	0.05333333333333336
1A	440000000	450000000	0.07377777777777779
1A	441000000	451000000	0.08260869565217391
1A	442000000	452000000	0.10022222222222221
1A	443000000	453000000	0.12255813953488376
1A	444000000	454000000	0.11695652173913045
1A	445000000	455000000	0.13175
1A	446000000	456000000	0.1541025641025641
1A	447000000	457000000	0.13675
1A	448000000	458000000	0.11978260869565219
1A	449000000	459000000	0.10568181818181818
1A	450000000	460000000	0.09317073170731707
1A	451000000	461000000	0.08285714285714288
1A	452000000	462000000	0.07205128205128204
1A	453000000	463000000	0.057297297297297295
1A	454000000	464000000	0.06606060606060606
1A	455000000	465000000	0.06848484848484847
1A	456000000	466000000	0.04756756756756756
1A	457000000	467000000	0.051111111111111114
1A	458000000	468000000	0.06125
1A	459000000	469000000	0.06833333333333333
1A	460000000	470000000	0.076875
1A	461000000	471000000	0.08736842105263158
1A	462000000	472000000	0.09069767441860466
1A	463000000	473000000	0.09317073170731707
1A	464000000	474000000	0.09069767441860466
1A	465000000	475000000	0.08812500000000001
1A	466000000	476000000	0.08975609756097562
1A	467000000	477000000	0.0844186046511628
1A	468000000	478000000	0.0774418604651163
1A	469000000	479000000	0.0676595744680851
1A	470000000	480000000	0.06380952380952382
1A	471000000	481000000	0.05547619047619048
1A	472000000	482000000	0.0526829268292683
1A	473000000	483000000	0.05478260869565218
1A	474000000	484000000	0.05608695652173914
1A	475000000	485000000	0.07304347826086957
1A	476000000	486000000	0.08104166666666666
1A	477000000	487000000	0.10428571428571427
1A	478000000	488000000	0.1249056603773585
1A	479000000	489000000	0.15181818181818182
1A	480000000	490000000	0.16048387096774197
1A	481000000	491000000	0.17962264150943397
1A	482000000	492000000	0.19290909090909092
1A	483000000	493000000	0.20854545454545456
1A	484000000	494000000	0.2109090909090909
1A	485000000	495000000	0.20745098039215687
1A	486000000	496000000	0.206
1A	487000000	497000000	0.20729166666666665
1A	488000000	498000000	0.20777777777777778
1A	489000000	499000000	0.21048780487804877
1A	490000000	500000000	0.2175609756097561
1A	491000000	501000000	0.21878048780487805
1A	492000000	502000000	0.22138888888888889
1A	493000000	503000000	0.2221212121212121
1A	494000000	504000000	0.24666666666666667
1A	495000000	505000000	0.2661764705882353
1A	496000000	506000000	0.28805555555555556
1A	497000000	507000000	0.3006451612903226
1A	498000000	508000000	0.34516129032258064
1A	499000000	509000000	0.34935483870967743
1A	500000000	510000000	0.36
1A	501000000	511000000	0.3178125
1A	502000000	512000000	0.2751428571428572
1A	503000000	513000000	0.2513888888888889
1A	504000000	514000000	0.22142857142857145
1A	505000000	515000000	0.19028571428571428
1A	506000000	516000000	0.13944444444444445
1A	507000000	517000000	0.13567567567567565
1A	508000000	518000000	0.07297297297297298
1A	509000000	519000000	0.03947368421052631
1A	510000000	520000000	0.0
1A	511000000	521000000	0.0
1A	512000000	522000000	0.0
1A	513000000	523000000	0.0
1A	514000000	524000000	0.0
1A	515000000	525000000	0.0
1A	516000000	526000000	0.0
1A	517000000	527000000	0.0
1A	518000000	528000000	0.0
1A	519000000	529000000	0.0
1A	520000000	530000000	0.0
1A	521000000	531000000	0.0
1A	522000000	532000000	0.0
1A	523000000	533000000	0.0
1A	524000000	534000000	0.0
1A	525000000	535000000	0.0
1A	526000000	536000000	0.012571428571428575
1A	527000000	537000000	0.011282051282051281
1A	528000000	538000000	0.011282051282051281
1A	529000000	539000000	0.010999999999999998
1A	530000000	540000000	0.010731707317073168
1A	531000000	541000000	0.011578947368421053
1A	532000000	542000000	0.01128205128205128
1A	533000000	543000000	0.010731707317073166
1A	534000000	544000000	0.009565217391304353
1A	535000000	545000000	0.009565217391304354
1A	536000000	546000000	0.0
1A	537000000	547000000	0.0
1A	538000000	548000000	0.0
1A	539000000	549000000	0.0026530612244897948
1A	540000000	550000000	0.0027659574468085115
1A	541000000	551000000	0.0030952380952380953
1A	542000000	552000000	0.0028260869565217383
1A	543000000	553000000	0.003170731707317072
1A	544000000	554000000	0.003249999999999999
1A	545000000	555000000	0.0035135135135135136
1A	546000000	556000000	0.003513513513513513
1A	547000000	557000000	0.07243243243243244
1A	548000000	558000000	0.11000000000000003
1A	549000000	559000000	0.14818181818181825
1A	550000000	560000000	0.16970588235294112
1A	551000000	561000000	0.17250000000000004
1A	552000000	562000000	0.21942857142857145
1A	553000000	563000000	0.22421052631578947
1A	554000000	564000000	0.28114285714285714
1A	555000000	565000000	0.29833333333333334
1A	556000000	566000000	0.336969696969697
1A	557000000	567000000	0.3181578947368421
1A	558000000	568000000	0.312
1A	559000000	569000000	0.328974358974359
1A	560000000	570000000	0.34416666666666673
1A	561000000	571000000	0.36078947368421055
1A	562000000	572000000	0.3956756756756757
1A	563000000	573000000	0.41026315789473683
1A	564000000	574000000	0.40625
1A	565000000	575000000	0.3985365853658537
1A	566000000	576000000	0.39
1A	567000000	577000000	0.37372093023255815
1A	568000000	578000000	0.36500000000000005
1A	569000000	579000000	0.3515384615384615
1A	570000000	580000000	0.341219512195122
1A	571000000	581000000	0.32051282051282054
1A	572000000	582000000	0.2858974358974359
1A	573000000	583000000	0.29578947368421055
1A	574000000	584000000	0.36600000000000005
1A	575000000	585000000	0.39875000000000005
1A	576000000	586000000	0.4337500000000001
1A	577000000	587000000	0.4458139534883721
1A	578000000	588000000	0.46682926829268295
1A	579000000	589000000	0.48666666666666664
1A	580000000	590000000	0.5374999999999999
1A	581000000	591000000	0.5549999999999999
1A	582000000	592000000	0.6383333333333334
1A	583000000	593000000	0.6604255319148936
1A	584000000	594000000	0.7073684210526315
1A	585000000	595000000	0.7269696969696969
1A	586000000	596000000	0.7546666666666667
1A	587000000	597000000	0.7361764705882353
1A	588000000	598000000	0.7140909090909091
1A	589000000	599000000	0.7168181818181818
1A	590000000	600000000	0.7125
1A	591000000	601000000	0.717906976744186
1A	592000000	602000000	0.7077777777777778
1A	593000000	603000000	0.7055882352941176
1A	594000000	604000000	0.6844117647058824
1A	595000000	605000000	0.6621052631578948
1A	596000000	606000000	0.6467567567567568
1A	597000000	607000000	0.6433333333333333
1A	598000000	608000000	0.5955555555555555
1A	599000000	609000000	0.5660714285714287
1A	600000000	610000000	0.5488461538461539
1A	601000000	611000000	0.5137931034482759
1A	602000000	612000000	0.49133333333333334
1A	603000000	613000000	0.47060606060606064
1A	604000000	614000000	0.4608108108108108
1A	605000000	615000000	0.5043181818181819
1A	606000000	616000000	0.5169565217391304
1A	607000000	617000000	0.5244444444444444
1A	608000000	618000000	0.5564444444444444
1A	609000000	619000000	0.5636585365853659
1A	610000000	620000000	0.5673809523809524
1A	611000000	621000000	0.5786111111111111
1A	612000000	622000000	0.6024324324324324
1A	613000000	623000000	0.6787179487179488
1A	614000000	624000000	0.736875
1A	615000000	625000000	0.8308333333333333
1A	616000000	626000000	0.89
1A	617000000	627000000	0.9757142857142858
1A	618000000	628000000	1.0014285714285716
1A	619000000	629000000	1.026578947368421
1A	620000000	630000000	1.0509523809523809
1A	621000000	631000000	1.039111111111111
1A	622000000	632000000	1.0804444444444445
1A	623000000	633000000	1.109268292682927
1A	624000000	634000000	1.1167391304347827
1A	625000000	635000000	1.1290697674418604
1A	626000000	636000000	1.1414634146341465
1A	627000000	637000000	1.209032258064516
1A	628000000	638000000	1.246764705882353
1A	629000000	639000000	1.2811428571428571
1A	630000000	640000000	1.3035483870967741
1A	631000000	641000000	1.4057142857142857
1A	632000000	642000000	1.4237142857142857
1A	633000000	643000000	1.4138095238095238
1A	634000000	644000000	1.4678048780487805
1A	635000000	645000000	1.4770731707317073
1A	636000000	646000000	1.5146296296296295
1A	637000000	647000000	1.5049056603773585
1A	638000000	648000000	1.5158
1A	639000000	649000000	1.5354166666666667
1A	640000000	650000000	1.546938775510204
1A	641000000	651000000	1.533095238095238
1A	642000000	652000000	1.5793181818181818
1A	643000000	653000000	1.7185365853658536
1A	644000000	654000000	1.78925
1A	645000000	655000000	1.8277272727272726
1A	646000000	656000000	1.7531428571428571
1A	647000000	657000000	1.7451515151515151
1A	648000000	658000000	1.35775
1A	649000000	659000000	1.201707317073171
1A	650000000	660000000	0.8970588235294117
1A	651000000	661000000	0.8318181818181817
1A	652000000	662000000	0.633157894736842
1A	653000000	663000000	0.3956896551724139
1A	654000000	664000000	0.2627777777777776
1A	655000000	665000000	0.06464285714285709
1A	656000000	666000000	0.0
1A	657000000	667000000	0.0
1A	658000000	668000000	0.0
1A	659000000	669000000	0.0
1A	660000000	670000000	0.0
1A	661000000	671000000	0.0961333333333333
1A	662000000	672000000	0.13180555555555565
1A	663000000	673000000	0.14600000000000007
1A	664000000	674000000	0.18814285714285722
1A	665000000	675000000	0.2639726027397262
1A	666000000	676000000	0.34536231884057966
1A	667000000	677000000	0.4202777777777777
1A	668000000	678000000	0.5181666666666667
1A	669000000	679000000	0.6516666666666666
1A	670000000	680000000	0.7557142857142857
1A	671000000	681000000	0.75
1A	672000000	682000000	0.7691111111111111
1A	673000000	683000000	0.7691111111111111
1A	674000000	684000000	0.7813953488372093
1A	675000000	685000000	0.835
1A	676000000	686000000	0.8579411764705882
1A	677000000	687000000	0.8775
1A	678000000	688000000	0.892051282051282
1A	679000000	689000000	0.9022857142857142
1A	680000000	690000000	0.905
1B	0	10000000	0.327
1B	1000000	11000000	0.2885294117647059
1B	2000000	12000000	0.24870967741935485
1B	3000000	13000000	0.24870967741935485
1B	4000000	14000000	0.24699999999999997
1B	5000000	15000000	0.21413793103448278
1B	6000000	16000000	0.7568571428571427
1B	7000000	17000000	0.9197368421052634
1B	8000000	18000000	1.0989130434782606
1B	9000000	19000000	1.2245238095238098
1B	10000000	20000000	1.462857142857143
1B	11000000	21000000	1.6188235294117648
1B	12000000	22000000	1.8154838709677419
1B	13000000	23000000	1.764375
1B	14000000	24000000	1.7175757575757575
1B	15000000	25000000	1.7412121212121212
1B	16000000	26000000	1.3755555555555554
1B	17000000	27000000	1.0985185185185184
1B	18000000	28000000	0.6961904761904762
1B	19000000	29000000	0.48799999999999993
1B	20000000	30000000	0.45125
1B	21000000	31000000	0.33260869565217394
1B	22000000	32000000	0.2913636363636364
1B	23000000	33000000	0.2966666666666667
1B	24000000	34000000	0.28875
1B	25000000	35000000	0.2877272727272727
1B	26000000	36000000	0.2880952380952381
1B	27000000	37000000	0.28055555555555556
1B	28000000	38000000	0.2782352941176471
1B	29000000	39000000	0.22692307692307692
1B	30000000	40000000	0.2966666666666667
1B	31000000	41000000	0.30772727272727274
1B	32000000	42000000	0.32346153846153847
1B	33000000	43000000	0.3032142857142857
1B	34000000	44000000	0.2837037037037037
1B	35000000	45000000	0.27888888888888885
1B	36000000	46000000	0.27884615384615385
1B	37000000	47000000	0.2617857142857143
1B	38000000	48000000	0.24733333333333332
1B	39000000	49000000	0.25785714285714284
1B	40000000	50000000	0.19454545454545452
1B	41000000	51000000	0.16521739130434782
1B	42000000	52000000	0.11649999999999999
1B	43000000	53000000	0.1295
1B	44000000	54000000	0.16095238095238096
1B	45000000	55000000	0.1759090909090909
1B	46000000	56000000	0.1759090909090909
1B	47000000	57000000	0.2011111111111111
1B	48000000	58000000	0.206
1B	49000000	59000000	0.205
1B	50000000	60000000	0.2076470588235294
1B	51000000	61000000	0.21375
1B	52000000	62000000	0.22694444444444445
1B	53000000	63000000	0.24324324324324326
1B	54000000	64000000	0.21945945945945947
1B	55000000	65000000	0.21657142857142858
1B	56000000	66000000	0.20486486486486485
1B	57000000	67000000	0.1825806451612903
1B	58000000	68000000	0.1635714285714286
1B	59000000	69000000	0.13827586206896553
1B	60000000	70000000	0.11321428571428574
1B	61000000	71000000	0.08612903225806451
1B	62000000	72000000	0.04499999999999999
1B	63000000	73000000	0.0
1B	64000000	74000000	0.0
1B	65000000	75000000	0.0
1B	66000000	76000000	0.0
1B	67000000	77000000	0.0
1B	68000000	78000000	0.0
1B	69000000	79000000	0.0
1B	70000000	80000000	0.0
1B	71000000	81000000	0.0
1B	72000000	82000000	0.0
1B	73000000	83000000	0.0
1B	74000000	84000000	0.019999999999999997
1B	75000000	85000000	0.06
1B	76000000	86000000	0.07
1B	77000000	87000000	0.07
1B	78000000	88000000	0.082
1B	79000000	89000000	0.09
